NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SELENOAMINO ACID METABOLISM%REACTOME%R-HSA-2408522.6	SELENOAMINO ACID METABOLISM%REACTOME%R-HSA-2408522.6	Details ...	108	-0.93013966	-2.7178748	0.0	0.0	0.0	519	tags=69%, list=4%, signal=71%	
RESPONSE OF EIF2AK4 (GCN2) TO AMINO ACID DEFICIENCY%REACTOME DATABASE ID RELEASE 65%9633012	RESPONSE OF EIF2AK4 (GCN2) TO AMINO ACID DEFICIENCY%REACTOME DATABASE ID RELEASE 65%9633012	Details ...	98	-0.9408428	-2.7084746	0.0	0.0	0.0	519	tags=82%, list=4%, signal=84%	
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.3	FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.3	Details ...	98	-0.95216614	-2.7082734	0.0	0.0	0.0	519	tags=82%, list=4%, signal=84%	
EUKARYOTIC TRANSLATION ELONGATION%REACTOME DATABASE ID RELEASE 65%156842	EUKARYOTIC TRANSLATION ELONGATION%REACTOME DATABASE ID RELEASE 65%156842	Details ...	90	-0.95543	-2.6997218	0.0	0.0	0.0	519	tags=84%, list=4%, signal=87%	
PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	Details ...	79	-0.9582054	-2.6990166	0.0	0.0	0.0	459	tags=89%, list=3%, signal=91%	
NONSENSE-MEDIATED DECAY (NMD)%REACTOME DATABASE ID RELEASE 65%927802	NONSENSE-MEDIATED DECAY (NMD)%REACTOME DATABASE ID RELEASE 65%927802	Details ...	112	-0.90205246	-2.6967678	0.0	0.0	0.0	519	tags=69%, list=4%, signal=71%	
PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934		80	-0.9551174	-2.69645	0.0	0.0	0.0	459	tags=88%, list=3%, signal=90%	
PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853	PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853		79	-0.9575507	-2.6878126	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918		79	-0.9576306	-2.6857953	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%R-HSA-1799339.4	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%R-HSA-1799339.4		109	-0.9179186	-2.6847968	0.0	0.0	0.0	599	tags=69%, list=4%, signal=71%	
PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928	PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928		79	-0.95815665	-2.683351	0.0	0.0	0.0	459	tags=89%, list=3%, signal=91%	
PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873		79	-0.9571547	-2.683214	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929		79	-0.9564509	-2.6813743	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858		79	-0.9572115	-2.6797533	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
PMC6781492__F3	PMC6781492__F3		108	-0.91673493	-2.6774533	0.0	0.0	0.0	719	tags=67%, list=5%, signal=70%	
PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526	PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526		79	-0.9555904	-2.6762712	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384		79	-0.9565724	-2.6721666	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME%R-HSA-168273.5	INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME%R-HSA-168273.5		130	-0.8898583	-2.6699984	0.0	0.0	0.0	519	tags=58%, list=4%, signal=59%	
PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525		79	-0.95818853	-2.6675003	0.0	0.0	0.0	459	tags=89%, list=3%, signal=91%	
PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695		79	-0.95701164	-2.6659288	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
PROTEIN SYNTHESIS: ASPARAGINE%SMPDB%SMP0111854	PROTEIN SYNTHESIS: ASPARAGINE%SMPDB%SMP0111854		79	-0.95730484	-2.6653469	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528	PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528		79	-0.9580377	-2.664346	0.0	0.0	0.0	459	tags=89%, list=3%, signal=91%	
PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872		79	-0.9578814	-2.663811	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922		79	-0.95701164	-2.6559148	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
NONSENSE MEDIATED DECAY (NMD) INDEPENDENT OF THE EXON JUNCTION COMPLEX (EJC)%REACTOME%R-HSA-975956.2	NONSENSE MEDIATED DECAY (NMD) INDEPENDENT OF THE EXON JUNCTION COMPLEX (EJC)%REACTOME%R-HSA-975956.2		92	-0.9479856	-2.653485	0.0	0.0	0.0	519	tags=80%, list=4%, signal=83%	
PEPTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043043	PEPTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043043		338	-0.7839158	-2.6524637	0.0	0.0	0.0	719	tags=38%, list=5%, signal=40%	
INFLUENZA INFECTION%REACTOME%R-HSA-168255.6	INFLUENZA INFECTION%REACTOME%R-HSA-168255.6		149	-0.86380464	-2.6519976	0.0	0.0	0.0	519	tags=54%, list=4%, signal=55%	
CELLULAR RESPONSE TO STARVATION%REACTOME DATABASE ID RELEASE 65%9711097	CELLULAR RESPONSE TO STARVATION%REACTOME DATABASE ID RELEASE 65%9711097		147	-0.88166153	-2.6334198	0.0	0.0	0.0	519	tags=56%, list=4%, signal=57%	
PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862		79	-0.9562832	-2.624418	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.6	EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.6		90	-0.94622314	-2.621411	0.0	0.0	0.0	519	tags=82%, list=4%, signal=85%	
NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 65%975957	NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 65%975957		112	-0.90205246	-2.615856	0.0	0.0	0.0	519	tags=69%, list=4%, signal=71%	
PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933	PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933		79	-0.95714617	-2.6121624	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
PROTEIN SYNTHESIS: SERINE%PATHWHIZ%PW120517	PROTEIN SYNTHESIS: SERINE%PATHWHIZ%PW120517		79	-0.95740396	-2.5996537	0.0	0.0	0.0	459	tags=87%, list=3%, signal=90%	
CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20240210%WP477%HOMO SAPIENS	CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20240210%WP477%HOMO SAPIENS		84	-0.94522196	-2.5979166	0.0	0.0	0.0	459	tags=81%, list=3%, signal=83%	
TRANSLATION%GOBP%GO:0006412	TRANSLATION%GOBP%GO:0006412		328	-0.78660464	-2.5966525	0.0	0.0	0.0	719	tags=39%, list=5%, signal=40%	
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1		147	-0.8546193	-2.5843136	0.0	0.0	0.0	691	tags=46%, list=5%, signal=47%	
AMINO ACID AND DERIVATIVE METABOLISM%REACTOME%R-HSA-71291.8	AMINO ACID AND DERIVATIVE METABOLISM%REACTOME%R-HSA-71291.8		287	-0.7769745	-2.5738854	0.0	0.0	0.0	803	tags=39%, list=6%, signal=41%	
SIGNALING BY ROBO RECEPTORS%REACTOME%R-HSA-376176.7	SIGNALING BY ROBO RECEPTORS%REACTOME%R-HSA-376176.7		200	-0.8007185	-2.5195498	0.0	0.0	0.0	769	tags=52%, list=6%, signal=54%	
PROTEIN FOLDING%GOBP%GO:0006457	PROTEIN FOLDING%GOBP%GO:0006457		148	-0.8318922	-2.515647	0.0	0.0	0.0	475	tags=28%, list=3%, signal=28%	
RRNA PROCESSING%GOBP%GO:0006364	RRNA PROCESSING%GOBP%GO:0006364		164	-0.8203764	-2.493738	0.0	0.0	0.0	1071	tags=48%, list=8%, signal=51%	
RIBOSOME BIOGENESIS%GOBP%GO:0042254	RIBOSOME BIOGENESIS%GOBP%GO:0042254		244	-0.7836412	-2.4840157	0.0	0.0	0.0	1082	tags=46%, list=8%, signal=49%	
ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 65%72662	ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 65%72662		58	-0.9265194	-2.4508815	0.0	0.0	0.0	571	tags=72%, list=4%, signal=75%	
RRNA METABOLIC PROCESS%GOBP%GO:0016072	RRNA METABOLIC PROCESS%GOBP%GO:0016072		192	-0.76619065	-2.4487753	0.0	0.0	0.0	996	tags=41%, list=7%, signal=44%	
RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME DATABASE ID RELEASE 65%72702	RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME DATABASE ID RELEASE 65%72702		57	-0.9312863	-2.4366713	0.0	0.0	0.0	571	tags=74%, list=4%, signal=77%	
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME DATABASE ID RELEASE 65%72695	FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME DATABASE ID RELEASE 65%72695		50	-0.94838595	-2.4281723	0.0	0.0	0.0	519	tags=78%, list=4%, signal=81%	
CHAPERONE-MEDIATED PROTEIN FOLDING%GOBP%GO:0061077	CHAPERONE-MEDIATED PROTEIN FOLDING%GOBP%GO:0061077		61	-0.9069071	-2.4147317	0.0	0.0	0.0	425	tags=39%, list=3%, signal=40%	
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%R-HSA-72649.4	TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%R-HSA-72649.4		57	-0.9307242	-2.4010177	0.0	0.0	0.0	571	tags=74%, list=4%, signal=77%	
RIBOSOMAL SMALL SUBUNIT BIOGENESIS%GOBP%GO:0042274	RIBOSOMAL SMALL SUBUNIT BIOGENESIS%GOBP%GO:0042274		96	-0.84146523	-2.3981767	0.0	0.0	0.0	1129	tags=59%, list=8%, signal=64%	
PMC4629004__F2	PMC4629004__F2		61	-0.89050794	-2.3905325	0.0	0.0	0.0	516	tags=66%, list=4%, signal=68%	
RESPONSE TO TEMPERATURE STIMULUS%GOBP%GO:0009266	RESPONSE TO TEMPERATURE STIMULUS%GOBP%GO:0009266		69	-0.86552817	-2.3580132	0.0	0.0	0.0	49	tags=19%, list=0%, signal=19%	
RESPONSE TO UNFOLDED PROTEIN%GOBP%GO:0006986	RESPONSE TO UNFOLDED PROTEIN%GOBP%GO:0006986		76	-0.8549807	-2.3484907	0.0	0.0	0.0	356	tags=28%, list=3%, signal=28%	
RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035966	RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035966		91	-0.8097138	-2.3472273	0.0	0.0	0.0	356	tags=23%, list=3%, signal=24%	
SARS-COV-2 MODULATES HOST TRANSLATION MACHINERY%REACTOME%R-HSA-9754678.3	SARS-COV-2 MODULATES HOST TRANSLATION MACHINERY%REACTOME%R-HSA-9754678.3		48	-0.92438513	-2.3312647	0.0	0.0	0.0	520	tags=69%, list=4%, signal=71%	
RESPONSE TO HEAT%GOBP%GO:0009408	RESPONSE TO HEAT%GOBP%GO:0009408		52	-0.89190996	-2.3186307	0.0	0.0	0.0	49	tags=23%, list=0%, signal=23%	
PEPTIDE METABOLIC PROCESS%GOBP%GO:0006518	PEPTIDE METABOLIC PROCESS%GOBP%GO:0006518		414	-0.69653577	-2.314487	0.0	0.0	0.0	719	tags=32%, list=5%, signal=32%	
RIBOSOMAL LARGE SUBUNIT BIOGENESIS%GOBP%GO:0042273	RIBOSOMAL LARGE SUBUNIT BIOGENESIS%GOBP%GO:0042273		62	-0.8585398	-2.28339	0.0	0.0	0.0	875	tags=50%, list=6%, signal=53%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDBHALLMARK%HALLMARK_TNFA_SIGNALING_VIA_NFKB		132	-0.77079326	-2.2792702	0.0	0.0	0.0	354	tags=29%, list=3%, signal=29%	
AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME DATABASE ID RELEASE 65%450408	AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME DATABASE ID RELEASE 65%450408		52	-0.8877429	-2.27751	0.0	0.0	0.0	842	tags=56%, list=6%, signal=59%	
RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 65%6790901	RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 65%6790901		60	-0.85024637	-2.2724018	0.0	0.0	0.0	1082	tags=57%, list=8%, signal=61%	
SARS-COV-1 MODULATES HOST TRANSLATION MACHINERY%REACTOME DATABASE ID RELEASE 65%9735869	SARS-COV-1 MODULATES HOST TRANSLATION MACHINERY%REACTOME DATABASE ID RELEASE 65%9735869		35	-0.9512554	-2.271477	0.0	0.0	0.0	519	tags=86%, list=4%, signal=89%	
AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604	AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604		413	-0.66079336	-2.2712636	0.0	0.0	0.0	719	tags=32%, list=5%, signal=32%	
RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GOBP%GO:0022613	RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GOBP%GO:0022613		386	-0.68483776	-2.264997	0.0	0.0	0.0	968	tags=38%, list=7%, signal=40%	
PMC10311176__F3	PMC10311176__F3		40	-0.90402406	-2.2308064	0.0	0.0	0.0	354	tags=28%, list=3%, signal=28%	
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME DATABASE ID RELEASE 65%174154	APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME DATABASE ID RELEASE 65%174154		66	-0.8138717	-2.226594	0.0	0.0	0.0	1001	tags=47%, list=7%, signal=50%	
PMC7232389__F6	PMC7232389__F6		46	-0.8753553	-2.2211273	0.0	0.0	0.0	362	tags=72%, list=3%, signal=73%	
P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 65%69613	P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 65%69613		50	-0.85888594	-2.2144537	0.0	0.0	0.0	1001	tags=56%, list=7%, signal=60%	
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 65%176814	ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 65%176814		75	-0.78336895	-2.2096825	0.0	0.0	0.0	1001	tags=41%, list=7%, signal=44%	
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 65%69610	P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 65%69610		50	-0.85888594	-2.201448	0.0	0.0	0.0	1001	tags=56%, list=7%, signal=60%	
MATURATION OF SSU-RRNA%GOBP%GO:0030490	MATURATION OF SSU-RRNA%GOBP%GO:0030490		46	-0.8747097	-2.1998847	0.0	0.0	0.0	1129	tags=59%, list=8%, signal=64%	
THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME%R-HSA-8852276.4	THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME%R-HSA-8852276.4		58	-0.84475535	-2.19643	0.0	0.0	0.0	842	tags=50%, list=6%, signal=53%	
CELLULAR RESPONSE TO HEAT%GOBP%GO:0034605	CELLULAR RESPONSE TO HEAT%GOBP%GO:0034605		36	-0.9131026	-2.195549	0.0	0.0	0.0	254	tags=31%, list=2%, signal=31%	
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME DATABASE ID RELEASE 65%187577	SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME DATABASE ID RELEASE 65%187577		59	-0.82286316	-2.1898348	0.0	0.0	0.0	1001	tags=51%, list=7%, signal=55%	
VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME%R-HSA-180585.3	VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME%R-HSA-180585.3		51	-0.84873784	-2.1884444	0.0	0.0	0.0	1001	tags=57%, list=7%, signal=61%	
MITOCHONDRIAL PROTEIN IMPORT%REACTOME%R-HSA-1268020.5	MITOCHONDRIAL PROTEIN IMPORT%REACTOME%R-HSA-1268020.5		62	-0.81284195	-2.1851182	0.0	0.0	0.0	1355	tags=42%, list=10%, signal=46%	
CELLULAR RESPONSE TO HEAT STRESS%REACTOME DATABASE ID RELEASE 65%3371556	CELLULAR RESPONSE TO HEAT STRESS%REACTOME DATABASE ID RELEASE 65%3371556		82	-0.78895736	-2.1697214	0.0	0.0	0.0	222	tags=20%, list=2%, signal=20%	
PMC3717870__F4	PMC3717870__F4		31	-0.93493986	-2.1682866	0.0	0.0	0.0	266	tags=42%, list=2%, signal=43%	
ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%R-HSA-1169091.2	ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%R-HSA-1169091.2		63	-0.79911345	-2.1659403	0.0	0.0	0.0	1001	tags=48%, list=7%, signal=51%	
FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS%REACTOME DATABASE ID RELEASE 65%8854050	FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS%REACTOME DATABASE ID RELEASE 65%8854050		53	-0.82773656	-2.1648967	0.0	0.0	0.0	1001	tags=53%, list=7%, signal=57%	
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%R-HSA-69601.5	UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%R-HSA-69601.5		50	-0.85888594	-2.1636894	0.0	0.0	0.0	1001	tags=56%, list=7%, signal=60%	
'DE NOVO' PROTEIN FOLDING%GOBP%GO:0006458	'DE NOVO' PROTEIN FOLDING%GOBP%GO:0006458		33	-0.9165188	-2.162958	0.0	0.0	0.0	466	tags=45%, list=3%, signal=47%	
GSK3B AND BTRC:CUL1-MEDIATED-DEGRADATION OF NFE2L2%REACTOME%R-HSA-9762114.3	GSK3B AND BTRC:CUL1-MEDIATED-DEGRADATION OF NFE2L2%REACTOME%R-HSA-9762114.3		52	-0.83636284	-2.1610985	0.0	0.0	0.0	1001	tags=56%, list=7%, signal=60%	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:0072655	ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:0072655		66	-0.7941158	-2.1593993	0.0	0.0	0.0	1232	tags=30%, list=9%, signal=33%	
VPU MEDIATED DEGRADATION OF CD4%REACTOME%R-HSA-180534.3	VPU MEDIATED DEGRADATION OF CD4%REACTOME%R-HSA-180534.3		49	-0.84629476	-2.1549687	0.0	0.0	0.0	1001	tags=57%, list=7%, signal=61%	
MITOCHONDRIAL TRANSLATION ELONGATION%REACTOME%R-HSA-5389840.3	MITOCHONDRIAL TRANSLATION ELONGATION%REACTOME%R-HSA-5389840.3		86	-0.7638341	-2.1529715	0.0	0.0	0.0	1721	tags=57%, list=12%, signal=65%	
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME DATABASE ID RELEASE 65%174084	AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME DATABASE ID RELEASE 65%174084		64	-0.7996525	-2.1503847	0.0	0.0	0.0	1001	tags=47%, list=7%, signal=50%	
APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME DATABASE ID RELEASE 65%179419	APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME DATABASE ID RELEASE 65%179419		72	-0.79880625	-2.1453028	0.0	0.0	0.0	1001	tags=43%, list=7%, signal=46%	
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176409.5	APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176409.5		74	-0.78488016	-2.1411958	0.0	0.0	0.0	1001	tags=42%, list=7%, signal=45%	
'DE NOVO' POST-TRANSLATIONAL PROTEIN FOLDING%GOBP%GO:0051084	'DE NOVO' POST-TRANSLATIONAL PROTEIN FOLDING%GOBP%GO:0051084		30	-0.9159433	-2.1395266	0.0	0.0	0.0	455	tags=43%, list=3%, signal=45%	
